CASE_SEQUENCE,WARD,CREATION_MONTH,N_POTHOLES_FILLED_ON_BLOCK,N_DAYS_FOR_COMPLETION,LATITUDE,LONGITUDE
528,34,12,4.247927513,0,41.69857931,-87.63032065
529,11,12,2.584962501,0,41.84536566,-87.64009744
530,11,12,1,0,41.84445444,-87.64007339
531,11,12,2,0,41.84354317,-87.64005037
532,11,12,2,0,41.83436696,-87.64147035
533,6,12,1,0,41.74925801,-87.62319239
534,6,12,2.321928095,0,41.74972761,-87.62436203
535,6,12,2,0,41.76710983,-87.64574569
536,6,12,1.584962501,0,41.77242582,-87.64192104
537,6,12,2,0,41.77060802,-87.64187243
538,6,12,1.584962501,0,41.77264017,-87.64103951
539,15,12,3.459431619,0,41.80111586,-87.681932
540,15,12,2.321928095,0,41.80124849,-87.68188258
541,15,12,3.321928095,0,41.80013148,-87.68354828
542,15,12,4.247927513,0,41.8029857,-87.67925758
543,14,12,3.584962501,0,41.79557808,-87.68911803
544,14,12,3.169925001,0,41.79548826,-87.69033912
545,14,12,1.584962501,0,41.79753443,-87.68908411
546,14,12,2.321928095,0,41.7975746,-87.68664682
547,15,12,2,0,41.79739475,-87.68427296
548,14,12,3.321928095,0,41.798892,-87.68798745
549,3,12,3.459431619,0,41.80950047,-87.6162064
550,4,12,3,0,41.80952205,-87.59941065
551,20,12,1,0,41.78052103,-87.6058695
552,22,12,4.459431619,0,41.80747751,-87.74697397
553,22,12,3.807354922,0,41.80217192,-87.74918495
554,22,12,3.906890596,0,41.80222302,-87.74552254
555,22,12,4.857980995,0,41.80565673,-87.74691918
556,12,12,0,0,41.83238606,-87.67056569
557,34,12,3.906890596,0,41.69961739,-87.63670475
558,34,12,4.169925001,0,41.69793179,-87.64207293
559,34,12,0,0,41.69792975,-87.6422403
560,18,12,1,0,41.76119328,-87.68065707
561,18,12,4.169925001,0,41.76116197,-87.68321316
562,18,12,4.247927513,0,41.76112028,-87.68565224
563,18,12,3.584962501,0,41.76108038,-87.68810168
564,18,12,3,0,41.76104095,-87.69054647
565,34,12,2.584962501,0,41.71293101,-87.64921576
566,34,12,3.321928095,0,41.68882398,-87.64278458
567,13,12,3.169925001,0,41.78158703,-87.76416235
568,3,12,5.584962501,0,41.81847709,-87.62137966
569,6,12,1.584962501,0,41.7606985,-87.64322296
570,14,12,3,0,41.80099917,-87.68804569
571,6,12,2,1,41.74974992,-87.6198803
572,20,12,1.584962501,1,41.78033928,-87.60278317
573,14,12,1.584962501,1,41.80381722,-87.7392378
574,28,12,4,1,41.8786118,-87.75267299
575,22,12,4,1,41.80590989,-87.74316708
576,11,12,3,1,41.85754775,-87.64392609
577,12,12,4.459431619,1,41.83397778,-87.67137467
578,12,12,4.754887502,1,41.83307406,-87.67107007
579,12,12,1.584962501,1,41.82365613,-87.67007789
580,22,12,4.459431619,1,41.8063786,-87.74449074
581,15,12,4.247927513,1,41.80155084,-87.68353379
582,14,12,0,1.584962501,41.80070428,-87.72043386
583,28,12,2,1.584962501,41.88646228,-87.71129134
584,22,12,3,1.584962501,41.80225787,-87.74306748
585,14,12,0,1.584962501,41.79018144,-87.70453981
586,23,12,2.807354922,1.584962501,41.79333939,-87.72158333
587,18,12,0,1.584962501,41.74173564,-87.6994542
588,18,12,1,1.584962501,41.74151992,-87.69925269
589,18,12,1.584962501,1.584962501,41.7444114,-87.69141008
590,34,12,4.857980995,1.584962501,41.7122087,-87.64817106
591,34,12,5.044394119,1.584962501,41.71310368,-87.64678765
592,6,12,4.087462841,2.584962501,41.76679916,-87.64553008
593,48,12,1,2.584962501,41.99803401,-87.66478644
594,6,12,2.321928095,2.584962501,41.7665868,-87.60575375
595,39,12,1,2,41.95996912,-87.73117019
596,6,12,1,3,41.76790022,-87.61517033
597,20,12,2,2.807354922,41.78373508,-87.62070737
598,28,12,2,2.807354922,41.86322023,-87.66644157
599,23,12,2,2.807354922,41.78889762,-87.79130569
600,6,12,1.584962501,2.807354922,41.76875681,-87.64276962
601,28,12,4.087462841,2.807354922,41.85966258,-87.66395509
602,39,12,0,2.807354922,41.95743162,-87.72618681
603,41,12,0,3.169925001,41.98052378,-87.81262271
604,34,12,3.700439718,3,41.69875039,-87.63154775
605,34,12,3.169925001,3,41.69249972,-87.63947849
606,30,12,4.459431619,3.459431619,41.93920375,-87.72731013
607,39,12,3.321928095,3.459431619,41.95746486,-87.73110918
608,39,12,3.321928095,3.459431619,41.95552777,-87.73104641
609,23,12,4.700439718,3.459431619,41.79353841,-87.75974148
610,28,12,4.247927513,3.459431619,41.87261103,-87.68390099
611,48,12,1,3.321928095,41.98981499,-87.66906879
612,28,12,2,3.321928095,41.87612961,-87.69279386
613,28,12,1.584962501,3.321928095,41.87316757,-87.68383038
614,48,12,0,3.584962501,41.99653728,-87.6666791
615,11,12,1,3.584962501,41.85820118,-87.64670136
616,14,12,1.584962501,0,41.80064924,-87.72387865
617,14,12,4.247927513,0,41.80537047,-87.71598906
618,14,12,1.584962501,0,41.8041984,-87.71616622
619,14,12,3.321928095,0,41.80440376,-87.71843126
620,7,12,3,0,41.72973465,-87.57082803
621,7,12,3.459431619,0,41.72997116,-87.56818479
622,7,12,3.807354922,0,41.73000161,-87.56575548
623,44,12,1,0,41.93997202,-87.64203818
624,44,12,1.584962501,0,41.94899785,-87.66413087
625,14,12,1,0,41.8065966,-87.72736808
626,14,12,2,0,41.80506414,-87.72609827
627,14,12,2,0,41.81334317,-87.72149358
628,14,12,4,0,41.80780443,-87.72126281
629,14,12,3.459431619,0,41.80783964,-87.71882254
630,13,12,1.584962501,0,41.76771716,-87.73237826
631,13,12,3.321928095,0,41.76774909,-87.72965294
632,13,12,0,0,41.76801744,-87.72873475
633,13,12,1,0,41.7779826,-87.73114217
634,13,12,1,0,41.78694619,-87.73263123
635,13,12,0,0,41.78958338,-87.73337769
636,13,12,2.584962501,0,41.78791955,-87.73739739
637,16,12,3.321928095,0,41.79756864,-87.66603795
638,16,12,2.321928095,0,41.79960319,-87.66479614
639,20,12,4.523561956,0,41.79963842,-87.66233363
640,9,12,0,0,41.73557549,-87.62111715
641,9,12,1,0,41.73487358,-87.62241903
642,9,12,0,0,41.7311391,-87.61404221
643,9,12,2,0,41.70534129,-87.61752005
644,20,12,3.807354922,0,41.79967218,-87.659935
645,20,12,4.247927513,0,41.79785002,-87.65988748
646,20,12,4.95419631,0,41.79943643,-87.662445
647,16,12,4.64385619,0,41.80132602,-87.66249306
648,16,12,4.087462841,0,41.79368769,-87.65743714
649,16,12,1,0,41.772337,-87.66165182
650,23,12,2,0,41.78979082,-87.70359877
651,15,12,2.807354922,0,41.81051885,-87.66630031
652,1,12,4,0,41.89413157,-87.68140016
653,8,12,3.321928095,0,41.7298717,-87.57547682
654,8,12,3.807354922,0,41.72990428,-87.57308159
655,7,12,4.087462841,0,41.72993776,-87.5706244
656,9,12,0,0,41.70598087,-87.61724497
657,20,12,0,0,41.79283073,-87.62094539
658,3,12,2.321928095,0,41.81288641,-87.61776893
659,9,12,4.247927513,0,41.71268299,-87.61284046
660,4,12,0,0,41.80971831,-87.59975443
661,4,12,3.584962501,0,41.80777163,-87.61010468
662,9,12,3.321928095,0,41.70559977,-87.61366149
663,4,12,0,0,41.80971831,-87.59975443
664,9,12,2.807354922,0,41.7056184,-87.61244085
665,3,12,3.169925001,0,41.81123612,-87.62118287
666,37,12,4.584962501,0,41.90964409,-87.73637433
667,23,12,0,0,41.79189947,-87.79913799
668,36,12,3.700439718,0,41.912167,-87.74125948
669,23,12,2,0,41.79023632,-87.79287105
670,37,12,5.321928095,0,41.89683655,-87.75702028
671,13,12,3,0,41.78668857,-87.78540977
672,13,12,3.169925001,0,41.7885024,-87.78669727
673,13,12,3,0,41.78874474,-87.78417835
674,40,12,1.584962501,0,41.98870099,-87.69340834
675,40,12,3.906890596,0,41.98147234,-87.69185825
676,7,12,3.169925001,0,41.75528274,-87.56523504
677,7,12,2.807354922,0,41.75346898,-87.56520006
678,23,12,5.129283017,0,41.79402766,-87.78933168
679,23,12,2.321928095,0,41.78435362,-87.76915274
680,23,12,4.392317423,0,41.79247098,-87.77099037
681,13,12,0,0,41.78714876,-87.77191597
682,23,12,4.169925001,0,41.7906385,-87.7709178
683,3,12,1,0,41.83096237,-87.62679185
684,20,12,0,0,41.78184084,-87.62076682
685,20,12,2.584962501,0,41.7802223,-87.62028639
686,20,12,1,0,41.78386698,-87.62283175
687,9,12,2,0,41.73561696,-87.60979324
688,20,12,2.807354922,0,41.78347294,-87.6223216
689,20,12,1,0,41.7854435,-87.62560958
690,20,12,3.459431619,0,41.78749926,-87.62398346
691,20,12,2.321928095,0,41.78754326,-87.62142876
692,6,12,2.807354922,0,41.73835647,-87.60986731
693,20,12,2,0,41.79115376,-87.62407923
694,20,12,2.807354922,0,41.79115676,-87.62391751
695,6,12,2.807354922,0,41.7348648,-87.60943273
696,9,12,3.906890596,0,41.73283967,-87.61215004
697,9,12,2,0,41.73118618,-87.61108854
698,9,12,3.321928095,0,41.7327861,-87.61150409
699,23,12,1,0,41.79345023,-87.71438506
700,9,12,3.321928095,0,41.7292791,-87.61603696
701,14,12,4.247927513,0,41.80426137,-87.7284398
702,9,12,0,0,41.7300202,-87.61773495
703,9,12,0,0,41.73323375,-87.61781837
704,16,12,4.169925001,1,41.79517425,-87.68217644
705,14,12,1,1,41.80277141,-87.72696343
706,4,12,1,1,41.86748423,-87.61915038
707,15,12,5.523561956,1,41.81212395,-87.66765449
708,44,12,0,1,41.93976763,-87.64303431
709,7,12,4.392317423,1,41.76077384,-87.56494293
710,26,12,3.321928095,1,41.91238086,-87.70175842
711,9,12,1,2,41.73554017,-87.61059549
712,16,12,2.321928095,1.584962501,41.76887424,-87.66377461
713,9,12,0,1.584962501,41.69241198,-87.60058566
714,16,12,4.584962501,1.584962501,41.78503877,-87.64993035
715,32,12,2.807354922,2.321928095,41.9127096,-87.68537841
716,35,12,1.584962501,2.321928095,41.96292137,-87.7265129
717,35,12,2,2.321928095,41.96274536,-87.72458524
718,32,12,2,2,41.91171553,-87.66642124
719,44,12,4,2,41.94183567,-87.65401882
720,9,12,2.321928095,2,41.68383372,-87.61992383
721,37,12,5.129283017,2,41.90792936,-87.74373652
722,37,12,1,2,41.90653466,-87.74370062
723,37,12,0,2,41.90439582,-87.74831954
724,32,12,1.584962501,3,41.928591,-87.67395914
725,32,12,2.807354922,3,41.92668626,-87.68005332
726,37,12,2,3,41.90239626,-87.74612612
727,32,12,2.321928095,3,41.9369535,-87.66168527
728,37,12,4.459431619,2.807354922,41.9119737,-87.7413988
729,37,12,2.321928095,2.807354922,41.9140602,-87.74602773
730,37,12,3.459431619,2.807354922,41.88570749,-87.75633744
731,37,12,4.247927513,2.807354922,41.88942138,-87.75478606
732,32,12,3.584962501,2.807354922,41.93255021,-87.66604833
733,32,12,4.247927513,2.584962501,41.91749327,-87.70223758
734,41,12,3.321928095,3.321928095,41.98166888,-87.81628886
735,37,12,4.857980995,3.169925001,41.90010107,-87.72363818
736,44,12,3.321928095,3.169925001,41.93983235,-87.65202687
737,37,12,3,3.169925001,41.90960039,-87.73935647
738,37,12,2,3.169925001,41.88847833,-87.75277098
739,26,12,4.459431619,3.584962501,41.89574509,-87.69192072
740,26,12,4.523561956,3.584962501,41.89675424,-87.69071381
741,44,12,3.807354922,3.584962501,41.94127126,-87.65278236
742,23,12,3,3.584962501,41.79447166,-87.76099318
743,44,12,2.584962501,3.584962501,41.9418835,-87.6517462
744,50,12,0,3.459431619,41.99043184,-87.71404664
745,32,12,2.807354922,3.459431619,41.92113917,-87.70966447
746,32,12,2.321928095,3.459431619,41.92419242,-87.70735082
747,4,12,0,0,41.81692539,-87.60660303
748,4,12,4.087462841,0,41.81674477,-87.60468
749,20,12,5.169925001,0,41.80301568,-87.66861779
750,19,12,0,0,41.69172699,-87.6966263
751,20,12,5.700439718,0,41.80322674,-87.6673191
752,20,12,4.95419631,0,41.80324977,-87.66488726
753,20,12,4.169925001,0,41.80492825,-87.66745112
754,15,12,1.584962501,0,41.80666561,-87.66749696
755,15,12,2,0,41.80848825,-87.66753974
756,36,12,1.584962501,0,41.92239649,-87.75548064
757,13,12,3.906890596,0,41.78150995,-87.77759258
758,23,12,3.321928095,0,41.77476416,-87.79990595
759,23,12,4.392317423,0,41.7755449,-87.79850355
760,23,12,2,0,41.77729865,-87.79857755
761,23,12,1,0,41.77587694,-87.78680866
762,23,12,3.584962501,0,41.79741618,-87.73690372
763,14,12,3.321928095,0,41.80051357,-87.73565937
764,14,12,2.807354922,0,41.80040069,-87.73453694
765,23,12,4.584962501,0,41.79850187,-87.73448505
766,23,12,4.64385619,0,41.79601573,-87.79174107
767,23,12,3.906890596,0,41.79753401,-87.79802114
768,4,12,0,0,41.83379184,-87.61243477
769,4,12,3.459431619,0,41.81328488,-87.60654054
770,19,12,4.392317423,0,41.68764377,-87.71280844
771,19,12,4.392317423,0,41.69184924,-87.67109962
772,19,12,0,0,41.69193352,-87.67781775
773,19,12,0,0,41.69647455,-87.70084922
774,19,12,1.584962501,0,41.70001962,-87.70097756
775,19,12,3.459431619,0,41.70208447,-87.70105084
776,19,12,0,0,41.70550071,-87.701165
777,21,12,2.321928095,0,41.73398655,-87.65586052
778,21,12,2.321928095,0,41.73247486,-87.65573114
779,21,12,2.807354922,0,41.7394277,-87.65723166
780,21,12,2,0,41.73964732,-87.65593345
781,34,12,3.906890596,0,41.6705661,-87.62979327
782,9,12,3.321928095,0,41.66696175,-87.62646047
783,23,12,5.491853096,0,41.77569066,-87.78466673
784,23,12,2.807354922,0,41.77572789,-87.78237694
785,13,12,2.321928095,0,41.7830005,-87.78554642
786,9,12,2.807354922,0,41.6706044,-87.62619043
787,23,12,5.426264755,0,41.77922156,-87.794304
788,9,12,1.584962501,0,41.67261564,-87.62736729
789,34,12,2.321928095,0,41.67260279,-87.62856865
790,34,12,2,0,41.67258922,-87.62976493
791,34,12,2.584962501,0,41.67258022,-87.63096992
792,34,12,1,0,41.67256773,-87.63217108
793,34,12,1.584962501,0,41.67255523,-87.63337646
794,34,12,2,0,41.67603078,-87.62995974
795,34,12,3,0,41.67422883,-87.62990621
796,34,12,3.584962501,0,41.6759912,-87.63199225
797,22,12,5.044394119,0,41.81314402,-87.74826043
798,34,12,4.392317423,0,41.67624534,-87.62867586
799,19,12,2.321928095,0,41.70448809,-87.69899192
800,19,12,0,0,41.70428244,-87.69751591
801,19,12,0,0,41.70615164,-87.69651349
802,19,12,1,0,41.70618157,-87.69352139
803,25,12,1,0,41.85441904,-87.66391534
804,12,12,3.321928095,0,41.82878614,-87.66557917
805,12,12,2.321928095,0,41.82858454,-87.66566253
806,12,12,2,0,41.82682115,-87.66562788
807,21,12,3,0,41.73597057,-87.65826818
808,20,12,2.584962501,0,41.8085116,-87.66511729
809,21,12,2.807354922,0,41.73600724,-87.65583417
810,45,12,4.169925001,0,41.96264,-87.7480852
811,21,12,1.584962501,0,41.73604409,-87.65340424
812,21,12,2,0,41.72496336,-87.64948463
813,12,12,3.584962501,1,41.84286969,-87.70014921
814,19,12,0,1,41.70091834,-87.70481325
815,34,12,1,1,41.66788373,-87.63694725
816,11,12,1.584962501,1,41.85796073,-87.64365835
817,34,12,5.321928095,0,41.66886544,-87.63806077
818,34,12,3.906890596,0,41.66870791,-87.63453437
819,34,12,4.321928095,0,41.67051852,-87.63460121
820,21,12,4.95419631,0,41.73395227,-87.6582931
821,21,12,3.321928095,0,41.73200849,-87.65823555
822,21,12,3.459431619,0,41.73578774,-87.6558287
823,21,12,3.169925001,0,41.73575107,-87.65826287
824,21,12,3.584962501,0,41.73582461,-87.65339765
825,14,12,1,0,41.79704887,-87.70870745
826,14,12,1,0,41.79884912,-87.70753149
827,14,12,1.584962501,0,41.80067937,-87.70759856
828,23,12,2.807354922,0,41.79680117,-87.72217112
829,23,12,3,0,41.79863581,-87.72218854
830,23,12,3.584962501,0,41.80047506,-87.72223999
831,25,12,4.087462841,0,41.85496386,-87.68098866
832,25,12,2,0,41.85203359,-87.67786266
833,25,12,1,0,41.85955978,-87.66634385
834,25,12,2,0,41.86442941,-87.65665888
835,25,12,3.321928095,0,41.85525281,-87.66190585
836,22,12,2,0,41.84603757,-87.72476137
837,22,12,3.169925001,0,41.84415759,-87.72469381
838,22,12,2.807354922,0,41.84633247,-87.72476662
839,22,12,2.321928095,0,41.85012332,-87.72714582
840,22,12,3.321928095,0,41.8093198,-87.74579395
841,22,12,3.169925001,0,41.81111767,-87.74829217
842,22,12,4.754887502,0,41.81291706,-87.74956416
843,22,12,3.321928095,0,41.81309882,-87.75185723
844,22,12,3.906890596,0,41.81131909,-87.74821106
845,11,12,3.321928095,2,41.86633414,-87.64421357
846,19,12,1.584962501,2,41.69630668,-87.67173938
847,14,12,2,2,41.79395057,-87.70709612
848,19,12,3,2,41.68969895,-87.67136106
849,3,12,3.321928095,2,41.82006888,-87.62078633
850,25,12,1.584962501,2,41.85765195,-87.6310517
851,3,12,4.584962501,2,41.80738494,-87.6209886
852,23,12,3,1.584962501,41.79665545,-87.73460257
853,23,12,3.321928095,1.584962501,41.79683345,-87.73688823
854,23,12,3.584962501,1.584962501,41.79685907,-87.73616862
855,13,12,0,1.584962501,41.76438327,-87.74175464
856,19,12,5.044394119,2.321928095,41.6922686,-87.71902453
857,15,12,4.700439718,2,41.80510646,-87.68391899
858,19,12,4.321928095,2.807354922,41.68764949,-87.71244932
859,47,12,1,2.584962501,41.94149311,-87.67408598
860,19,12,0,2.584962501,41.70440437,-87.68170682
861,40,12,0,3.321928095,41.99787233,-87.6755989
862,35,12,0,3,41.96272719,-87.72289572
863,50,12,3.169925001,3.700439718,41.99287811,-87.70914727
864,13,12,0,0,41.77783038,-87.77888991
865,23,12,4.169925001,0,41.78108696,-87.79109932
866,23,12,3.459431619,0,41.77267772,-87.7055321
867,23,12,3.321928095,0,41.77263852,-87.70795863
868,13,12,0,0,41.792448,-87.77220973
869,15,12,1.584962501,0,41.79214327,-87.68405685
870,15,12,1,0,41.7920636,-87.68872688
871,14,12,2.321928095,0,41.79423745,-87.69366648
872,14,12,0,0,41.79389118,-87.68899545
873,12,12,4.523561956,0,41.84106693,-87.70255956
874,22,12,4.247927513,0,41.84256484,-87.7075671
875,22,12,4.392317423,0,41.84258467,-87.70634707
876,23,12,4.169925001,0,41.78485216,-87.76795505
877,23,12,4.64385619,0,41.78542667,-87.7660206
878,13,12,3.459431619,0,41.79035052,-87.77670895
879,23,12,3.700439718,0,41.78706664,-87.7658944
880,14,12,1.584962501,0,41.80134967,-87.72637277
881,6,12,1.584962501,0,41.75088763,-87.62199677
882,11,12,1,0,41.83939747,-87.65204527
883,6,12,1.584962501,0,41.76730568,-87.62188605
884,23,12,3.321928095,0,41.77527114,-87.71319133
885,6,12,1.584962501,0,41.77257079,-87.63745454
886,23,12,4.247927513,0,41.77501552,-87.71543456
887,23,12,5.129283017,0,41.77685472,-87.71795306
888,23,12,3.807354922,0,41.7788777,-87.71552905
889,23,12,5.209453366,0,41.77713083,-87.71048338
890,23,12,3.584962501,0,41.7788848,-87.70570376
891,23,12,5,0,41.77539323,-87.70559078
892,17,12,3,0,41.77174382,-87.70558184
893,23,12,5.357552005,0,41.7733879,-87.70800215
894,6,12,2.807354922,0,41.75458443,-87.61999381
895,6,12,0,0,41.75191941,-87.62287231
896,6,12,0,0,41.75251297,-87.62127104
897,6,12,2,0,41.75376518,-87.61836097
898,6,12,1.584962501,0,41.7527355,-87.62156903
899,6,12,1,0,41.76838971,-87.62191494
900,6,12,2,0,41.7738995,-87.62854149
901,6,12,2.807354922,0,41.7727573,-87.62203636
902,6,12,1,0,41.76736054,-87.63005473
903,18,12,1.584962501,0,41.74587035,-87.71705658
904,18,12,3.700439718,0,41.74216991,-87.71938866
905,18,12,2,0,41.74232489,-87.71939435
906,0,12,0,0,41.73478614,-87.7191842
907,6,12,2.321928095,0,41.76686725,-87.63733364
908,6,12,3.459431619,0,41.76884233,-87.63859793
909,6,12,3.906890596,0,41.76701661,-87.63854661
910,6,12,4.247927513,0,41.76890243,-87.63490633
911,11,12,2.321928095,0,41.85629422,-87.64319096
912,25,12,2.321928095,0,41.85656334,-87.64201145
913,11,12,3.807354922,0,41.85522768,-87.64357068
914,25,12,1,0,41.85599326,-87.64195573
915,25,12,3,0,41.85729377,-87.64060951
916,25,12,1.584962501,0,41.85992792,-87.64109249
917,11,12,3.906890596,0,41.86012615,-87.63911364
918,11,12,4.247927513,0,41.85177365,-87.64411368
919,11,12,4.392317423,0,41.85221275,-87.64458461
920,13,12,1,0,41.78347666,-87.77177054
921,13,12,2.584962501,0,41.78322475,-87.77428666
922,13,12,3.700439718,0,41.78342791,-87.77420887
923,13,12,0,0,41.77980677,-87.77162941
924,13,12,3.321928095,0,41.7794808,-87.77781063
925,23,12,3,0,41.80049803,-87.73086865
926,23,12,4.754887502,0,41.79504595,-87.71722898
927,13,12,1.584962501,0,41.79315506,-87.72330376
928,23,12,3,0,41.79247985,-87.79915437
929,23,12,2.807354922,0,41.79245477,-87.80013115
930,23,12,2.321928095,0,41.79892031,-87.79649294
931,23,12,2.321928095,0,41.79693997,-87.72823145
932,13,12,2,0,41.78178348,-87.76437879
933,13,12,2.807354922,0,41.78168856,-87.76925737
934,23,12,3.584962501,0,41.78537419,-87.76860571
935,34,12,0,0,41.67799902,-87.66122855
936,14,12,0,0,41.79971676,-87.77486242
937,14,12,0,0,41.80807305,-87.71629641
938,13,12,2.321928095,0,41.78319984,-87.77550781
939,13,12,2.321928095,0,41.78342791,-87.77420887
940,13,12,1,0,41.78317614,-87.7767284
941,13,12,2.584962501,0,41.78337977,-87.7766508
942,22,12,2.807354922,0,41.84242201,-87.73185752
943,22,12,4.64385619,0,41.84245536,-87.72942629
944,22,12,1.584962501,0,41.84248777,-87.72699302
945,22,12,5.672425342,0,41.83887246,-87.72202205
946,22,12,5.209453366,0,41.83891431,-87.71958362
947,13,12,2,0,41.77815508,-87.76212193
948,13,12,2.321928095,0,41.78178348,-87.76437879
949,34,12,0,0,41.69222095,-87.66314707
950,13,12,2,0,41.78150959,-87.76811462
951,18,12,1,0,41.73845923,-87.73132648
952,13,12,0,0,41.77783979,-87.76705659
953,13,12,0,0,41.77837966,-87.77014555
954,18,12,4.459431619,0,41.74132409,-87.73481313
955,13,12,1.584962501,0,41.77837966,-87.77014555
956,13,12,1.584962501,0,41.7808089,-87.7690171
957,13,12,1.584962501,0,41.7808089,-87.7690171
958,6,12,5.523561956,0,41.77056204,-87.64469722
959,13,12,1,0,41.78047647,-87.77144779
960,23,12,4.64385619,0,41.7825569,-87.70338965
961,6,12,4.64385619,0,41.77156485,-87.6349496
962,6,12,1,1,41.75646176,-87.6168094
963,35,12,4.95419631,1,41.93755422,-87.71369937
964,25,12,3.584962501,1,41.86958861,-87.64358624
